ID,Default,Loan_type,Gender,Age,Degree,Income,Credit_score,Loan_length,Signers,Citizenship
3558,0,Car ,Male  ,44,HS      ,94434,604,1,2,Citizen    
3559,1,Car ,Female,47,College ,139708,647,2,2,Citizen    
3560,0,Home,Male  ,42,HS      ,82072,579,4,2,Citizen    
3561,1,Home,Male  ,52,College ,122986,775,13,2,Citizen    
3562,0,Car ,Male  ,39,HS      ,69317,597,0,2,Citizen    
3563,0,Home,Male  ,34,HS      ,103254,505,10,2,Citizen    
3564,0,Car ,Female,37,HS      ,92770,647,2,2,Citizen    
3565,0,Car ,Male  ,42,HS      ,108044,632,0,2,Citizen    
3566,0,Car ,Male  ,39,HS      ,106751,582,1,2,Citizen    
3567,0,Car ,Male  ,42,HS      ,79500,638,1,2,Citizen    
3568,0,Home,Male  ,43,HS      ,92359,583,7,2,Citizen    
3569,0,Home,Male  ,44,College ,62250,500,5,2,Citizen    
3570,0,Car ,Female,40,Graduate,106862,651,3,1,Non-citizen
3571,0,Car ,Female,49,HS      ,100789,547,1,2,Citizen    
3572,0,Car ,Female,46,HS      ,111854,596,2,2,Citizen    
3573,0,Car ,Male  ,44,HS      ,88313,656,0,2,Citizen    
3574,0,Car ,Female,45,College ,124601,577,3,2,Citizen    
3575,0,Car ,Male  ,35,HS      ,85908,542,0,2,Citizen    
3576,1,Home,Female,34,HS      ,87618,773,8,2,Citizen    
3577,0,Car ,Male  ,30,HS      ,104587,671,0,2,Citizen    
3578,0,Car ,Male  ,45,College ,101071,522,3,2,Citizen    
3579,0,Home,Male  ,44,HS      ,123210,599,11,2,Citizen    
3580,0,Home,Male  ,44,HS      ,99320,623,4,2,Citizen    
3581,0,Car ,Male  ,39,HS      ,93183,563,1,2,Citizen    
3582,0,Car ,Male  ,41,HS      ,96830,619,0,2,Citizen    
3583,0,Car ,Male  ,41,HS      ,71067,583,2,2,Citizen    
3584,0,Car ,Male  ,61,College ,112149,717,2,2,Non-citizen
3585,0,Car ,Female,47,College ,86800,628,0,2,Non-citizen
3586,0,Home,Male  ,41,HS      ,110335,561,4,2,Citizen    
3587,0,Home,Male  ,40,HS      ,100152,526,2,2,Citizen    
3588,0,Car ,Male  ,40,HS      ,69411,563,0,2,Citizen    
3589,0,Home,Male  ,34,HS      ,78078,550,3,2,Citizen    
3590,0,Home,Male  ,38,HS      ,136050,585,8,2,Citizen    
3591,0,Home,Female,48,HS      ,122548,646,4,2,Citizen    
3592,0,Car ,Female,49,College ,102784,729,2,2,Citizen    
3593,0,Home,Male  ,41,HS      ,73374,635,2,2,Citizen    
3594,0,Home,Male  ,31,HS      ,84459,683,10,2,Citizen    
3595,0,Car ,Male  ,49,HS      ,92143,592,3,2,Citizen    
3596,0,Car ,Male  ,42,College ,83494,567,2,2,Citizen    
3597,0,Home,Male  ,50,HS      ,98009,725,10,2,Citizen    
3598,0,Car ,Male  ,51,HS      ,83824,498,1,2,Citizen    
3599,0,Home,Male  ,33,HS      ,102611,529,0,2,Citizen    
3600,0,Home,Male  ,42,HS      ,111534,669,11,1,Citizen    
3601,0,Car ,Female,36,College ,144433,630,0,2,Citizen    
3602,0,Car ,Male  ,52,HS      ,101841,564,0,2,Citizen    
3603,0,Home,Male  ,45,HS      ,75879,547,12,2,Citizen    
3604,0,Car ,Female,42,HS      ,94866,549,0,2,Citizen    
3605,0,Car ,Male  ,38,College ,102090,634,2,2,Citizen    
3606,0,Car ,Male  ,45,HS      ,99600,639,2,2,Citizen    
3607,0,Car ,Male  ,37,HS      ,62616,554,1,2,Citizen    
3608,0,Car ,Female,42,College ,96726,656,2,2,Citizen    
3609,0,Car ,Male  ,34,Graduate,82234,603,0,2,Citizen    
3610,0,Home,Female,39,College ,122489,540,8,2,Citizen    
3611,0,Car ,Female,47,HS      ,100300,674,0,2,Non-citizen
3612,0,Home,Female,38,HS      ,134099,664,6,2,Citizen    
3613,0,Car ,Female,44,College ,92824,665,2,2,Citizen    
3614,0,Car ,Female,50,College ,101084,625,3,2,Citizen    
3615,0,Car ,Female,31,HS      ,96351,605,0,2,Citizen    
3616,0,Home,Male  ,39,College ,103096,642,10,2,Citizen    
3617,0,Car ,Female,50,HS      ,97864,531,0,1,Citizen    
3618,0,Home,Male  ,45,HS      ,101199,592,11,2,Citizen    
3619,0,Home,Male  ,47,Graduate,113459,618,12,2,Citizen    
3620,0,Home,Female,38,College ,85501,584,6,2,Citizen    
3621,0,Home,Male  ,38,HS      ,102410,575,1,2,Citizen    
3622,0,Car ,Female,39,HS      ,87841,633,1,2,Citizen    
3623,0,Car ,Male  ,53,Graduate,104102,674,2,2,Citizen    
3624,0,Home,Female,42,HS      ,95283,552,5,2,Citizen    
3625,0,Car ,Male  ,44,HS      ,124031,538,3,2,Citizen    
3626,0,Home,Male  ,43,HS      ,100836,454,7,2,Citizen    
3627,0,Home,Male  ,34,HS      ,78955,600,6,2,Citizen    
3628,0,Car ,Female,57,HS      ,115441,734,2,2,Citizen    
3629,0,Home,Male  ,33,HS      ,110890,586,7,2,Citizen    
3630,0,Car ,Male  ,41,HS      ,95762,647,2,1,Citizen    
3631,0,Car ,Male  ,39,HS      ,100601,639,1,2,Citizen    
3632,0,Car ,Male  ,49,HS      ,82874,624,0,2,Citizen    
3633,0,Car ,Male  ,44,HS      ,84976,509,2,2,Citizen    
3634,0,Car ,Male  ,39,HS      ,82879,529,1,2,Citizen    
3635,0,Home,Male  ,41,HS      ,78023,545,4,2,Citizen    
3636,0,Car ,Female,53,HS      ,124697,618,1,1,Citizen    
3637,1,Car ,Female,38,Graduate,111310,681,0,2,Non-citizen
3638,0,Car ,Male  ,37,HS      ,84593,524,2,2,Citizen    
3639,0,Home,Female,45,HS      ,94883,570,9,2,Citizen    
3640,0,Car ,Male  ,38,HS      ,87484,614,0,2,Citizen    
3641,0,Car ,Female,52,College ,74623,629,2,2,Citizen    
3642,0,Car ,Female,43,HS      ,103574,581,0,2,Citizen    
3643,0,Home,Female,57,HS      ,79427,617,3,2,Citizen    
3644,0,Home,Female,29,HS      ,100888,583,6,2,Citizen    
3645,0,Car ,Male  ,39,HS      ,86468,551,2,2,Citizen    
3646,0,Car ,Male  ,50,HS      ,91833,583,0,2,Citizen    
3647,0,Car ,Female,47,College ,111797,552,2,2,Citizen    
3648,0,Home,Male  ,39,HS      ,61522,618,1,2,Citizen    
3649,0,Car ,Male  ,44,HS      ,91257,654,1,2,Citizen    
3650,0,Home,Male  ,41,HS      ,89726,585,2,2,Citizen    
3651,1,Car ,Male  ,48,College ,126739,548,2,2,Citizen    
3652,0,Car ,Male  ,40,HS      ,60220,561,0,2,Citizen    
3653,0,Car ,Male  ,39,HS      ,55687,632,1,2,Citizen    
3654,0,Car ,Male  ,52,College ,122286,686,2,2,Citizen    
3655,0,Home,Male  ,34,HS      ,103394,593,4,2,Citizen    
3656,0,Home,Male  ,51,HS      ,101124,659,7,2,Citizen    
3657,0,Car ,Male  ,48,HS      ,91212,530,2,2,Citizen    
3658,0,Car ,Female,40,College ,101593,677,2,2,Citizen    
3659,0,Home,Male  ,49,HS      ,97755,636,9,2,Citizen    
3660,0,Car ,Female,38,HS      ,106527,692,2,2,Citizen    
3661,0,Home,Male  ,37,College ,99089,672,9,2,Citizen    
3662,0,Car ,Female,34,HS      ,70738,585,0,2,Citizen    
3663,0,Car ,Male  ,52,HS      ,99079,659,1,2,Citizen    
3664,0,Home,Male  ,37,College ,96842,569,6,2,Citizen    
3665,0,Car ,Female,47,HS      ,87754,628,1,2,Citizen    
3666,1,Car ,Female,38,College ,126170,578,2,2,Citizen    
3667,0,Home,Male  ,43,HS      ,89051,527,8,2,Citizen    
3668,0,Home,Male  ,38,HS      ,89754,611,10,2,Citizen    
3669,0,Car ,Male  ,42,HS      ,66967,580,1,2,Citizen    
3670,0,Car ,Female,43,College ,99890,625,0,2,Citizen    
3671,0,Home,Male  ,45,HS      ,98637,574,5,2,Citizen    
3672,0,Car ,Female,50,College ,111434,595,3,2,Citizen    
3673,0,Car ,Female,50,HS      ,74315,631,0,1,Citizen    
3674,0,Car ,Female,39,HS      ,85413,577,3,2,Citizen    
3675,1,Car ,Female,32,HS      ,69210,558,1,2,Citizen    
3676,0,Car ,Male  ,32,HS      ,40217,546,2,2,Citizen    
3677,0,Home,Female,35,HS      ,93961,637,9,2,Citizen    
3678,0,Car ,Male  ,39,HS      ,88874,600,0,2,Citizen    
3679,0,Car ,Female,37,HS      ,96320,655,0,2,Citizen    
3680,0,Car ,Male  ,54,HS      ,79470,606,1,2,Citizen    
3681,0,Car ,Female,54,HS      ,112583,671,0,2,Citizen    
3682,0,Home,Male  ,44,HS      ,97299,700,1,2,Citizen    
3683,0,Car ,Male  ,45,College ,91942,608,3,1,Citizen    
3684,0,Car ,Female,39,Graduate,130305,677,3,2,Citizen    
3685,0,Home,Male  ,49,HS      ,93993,573,12,2,Citizen    
3686,0,Home,Female,36,HS      ,108194,627,3,2,Citizen    
3687,0,Home,Male  ,52,HS      ,84340,747,7,2,Citizen    
3688,0,Home,Male  ,41,HS      ,86648,535,7,2,Citizen    
3689,0,Home,Male  ,27,HS      ,70528,480,0,2,Citizen    
3690,0,Car ,Male  ,47,HS      ,93918,642,1,2,Citizen    
3691,0,Home,Male  ,39,HS      ,90040,559,7,2,Citizen    
3692,0,Home,Male  ,47,College ,91933,637,6,2,Citizen    
3693,0,Car ,Female,46,College ,105246,662,0,2,Citizen    
3694,0,Home,Male  ,41,HS      ,97352,558,3,2,Citizen    
3695,1,Car ,Male  ,41,HS      ,104835,681,0,2,Citizen    
3696,0,Home,Male  ,29,HS      ,92990,602,8,2,Citizen    
3697,0,Car ,Male  ,40,HS      ,78345,614,0,2,Citizen    
3698,0,Car ,Male  ,44,HS      ,104403,636,2,2,Citizen    
3699,0,Car ,Female,57,College ,118959,659,1,2,Citizen    
3700,0,Car ,Female,55,HS      ,100709,722,2,2,Citizen    
3701,0,Car ,Male  ,40,HS      ,95811,507,0,2,Citizen    
3702,0,Car ,Female,37,HS      ,94846,680,2,2,Citizen    
3703,0,Car ,Male  ,41,HS      ,126326,692,2,2,Citizen    
3704,0,Car ,Female,47,College ,87749,576,1,1,Citizen    
3705,0,Home,Male  ,38,HS      ,108516,621,5,2,Citizen    
3706,0,Car ,Male  ,40,Graduate,88657,559,0,2,Citizen    
3707,0,Car ,Female,45,College ,116043,667,2,2,Citizen    
3708,0,Home,Male  ,34,HS      ,82593,569,6,2,Citizen    
3709,0,Home,Male  ,33,HS      ,87703,665,2,2,Citizen    
3710,0,Car ,Female,39,HS      ,83371,657,0,2,Citizen    
3711,0,Car ,Male  ,45,HS      ,92651,567,1,2,Citizen    
3712,0,Car ,Male  ,39,HS      ,87277,479,0,2,Citizen    
3713,0,Home,Female,50,HS      ,100421,576,7,2,Citizen    
3714,1,Car ,Female,48,College ,108474,695,3,1,Citizen    
3715,0,Car ,Male  ,37,Graduate,105644,696,1,2,Citizen    
3716,0,Car ,Male  ,44,College ,96250,568,0,2,Citizen    
3717,0,Car ,Male  ,49,HS      ,99253,531,0,2,Citizen    
3718,0,Car ,Female,44,College ,100085,627,2,2,Citizen    
3719,0,Home,Female,52,HS      ,86300,698,4,2,Citizen    
3720,0,Car ,Male  ,43,HS      ,100195,631,0,2,Citizen    
3721,0,Car ,Male  ,53,College ,86828,521,1,2,Citizen    
3722,0,Home,Male  ,41,HS      ,95891,606,5,2,Citizen    
3723,0,Car ,Male  ,42,HS      ,103042,622,1,2,Citizen    
3724,0,Car ,Male  ,46,College ,67278,573,0,2,Citizen    
3725,0,Car ,Male  ,52,Graduate,117905,685,3,2,Citizen    
3726,0,Car ,Male  ,45,HS      ,89395,606,3,2,Citizen    
3727,0,Car ,Male  ,26,HS      ,75512,578,2,2,Citizen    
3728,1,Car ,Male  ,49,Graduate,125533,699,2,2,Citizen    
3729,0,Car ,Male  ,56,College ,90210,642,3,1,Citizen    
3730,1,Car ,Female,57,College ,114900,698,1,2,Non-citizen
3731,0,Car ,Male  ,41,HS      ,71194,633,1,2,Citizen    
3732,1,Car ,Male  ,44,HS      ,98941,784,2,2,Citizen    
3733,0,Car ,Male  ,41,HS      ,82874,670,0,2,Citizen    
3734,1,Home,Male  ,44,College ,104556,686,6,2,Citizen    
3735,0,Car ,Female,47,HS      ,95938,650,1,1,Citizen    
3736,0,Home,Male  ,47,College ,85215,649,5,2,Citizen    
3737,0,Home,Male  ,33,HS      ,53948,519,5,2,Citizen    
3738,0,Car ,Male  ,34,HS      ,62751,525,0,2,Citizen    
3740,0,Home,Female,38,HS      ,83048,602,7,1,Citizen    
3741,0,Car ,Male  ,46,HS      ,82124,567,2,2,Citizen    
3742,0,Home,Male  ,38,HS      ,87968,576,10,2,Citizen    
3743,0,Car ,Male  ,44,College ,118258,570,2,2,Citizen    
3744,0,Car ,Female,37,HS      ,85322,727,0,2,Non-citizen
3745,0,Home,Female,36,College ,105131,694,5,2,Citizen    
3746,0,Car ,Female,45,HS      ,96564,698,1,2,Citizen    
3747,0,Car ,Female,48,College ,103086,602,1,1,Non-citizen
3748,0,Home,Female,42,College ,93558,666,7,2,Citizen    
3749,0,Car ,Male  ,44,HS      ,91430,496,1,2,Citizen    
3750,0,Car ,Male  ,34,HS      ,100477,575,3,2,Citizen    
3751,0,Car ,Male  ,41,HS      ,83776,581,2,2,Citizen    
3752,0,Car ,Male  ,35,HS      ,89571,580,2,2,Citizen    
3753,0,Car ,Male  ,41,HS      ,86775,573,2,2,Citizen    
3754,0,Car ,Female,40,HS      ,126433,545,0,2,Citizen    
3755,0,Car ,Female,38,HS      ,133424,720,3,2,Citizen    
3756,0,Car ,Male  ,46,HS      ,119394,605,2,2,Citizen    
3757,1,Home,Female,48,College ,81945,669,8,2,Citizen    
3758,0,Car ,Female,35,College ,105057,650,2,2,Citizen    
3759,1,Car ,Female,38,HS      ,123956,738,2,2,Citizen    
3760,0,Car ,Male  ,46,HS      ,115785,689,1,2,Citizen    
3761,0,Car ,Male  ,30,HS      ,63239,528,0,2,Citizen    
3762,0,Home,Male  ,31,HS      ,72275,653,6,2,Citizen    
3763,0,Car ,Male  ,28,HS      ,86167,514,0,2,Citizen    
3764,0,Home,Female,32,Graduate,96715,584,9,2,Citizen    
3765,0,Car ,Female,53,College ,101092,682,3,2,Non-citizen
3766,0,Home,Male  ,37,Graduate,99074,551,5,2,Citizen    
3767,0,Home,Male  ,39,HS      ,64177,630,4,2,Citizen    
3768,0,Home,Male  ,50,HS      ,72215,624,4,2,Citizen    
3769,0,Car ,Female,36,HS      ,90778,640,0,1,Citizen    
3770,0,Home,Male  ,37,HS      ,105785,507,9,2,Citizen    
3771,0,Car ,Male  ,52,HS      ,124292,654,3,2,Citizen    
3772,0,Car ,Male  ,43,HS      ,112604,600,1,2,Citizen    
3773,0,Car ,Male  ,42,HS      ,93396,650,0,2,Citizen    
3774,0,Car ,Male  ,45,College ,93560,541,1,2,Citizen    
3775,0,Home,Male  ,40,HS      ,123798,583,3,2,Citizen    
3776,0,Home,Male  ,44,College ,91117,632,9,2,Citizen    
3777,0,Car ,Female,44,HS      ,89588,695,0,1,Citizen    
3778,0,Home,Male  ,44,HS      ,77102,600,5,2,Citizen    
3779,0,Home,Female,44,HS      ,118117,556,6,2,Citizen    
3780,0,Car ,Male  ,50,HS      ,75888,591,2,1,Citizen    
3781,0,Home,Female,46,College ,107226,692,6,2,Citizen    
3782,0,Car ,Female,39,Graduate,86290,666,3,1,Citizen    
3783,0,Home,Female,48,HS      ,108216,680,3,2,Citizen    
3784,0,Car ,Male  ,39,HS      ,118883,593,3,1,Citizen    
3785,0,Car ,Female,46,HS      ,124516,598,1,1,Non-citizen
3786,0,Home,Female,49,HS      ,80068,566,4,2,Citizen    
3787,0,Home,Male  ,41,HS      ,89338,526,4,2,Citizen    
3789,0,Home,Male  ,33,HS      ,84225,659,5,2,Citizen    
3790,0,Car ,Female,47,Graduate,112143,611,2,2,Citizen    
3791,0,Car ,Male  ,35,HS      ,112917,626,1,1,Citizen    
3792,0,Car ,Female,48,College ,99671,691,1,2,Citizen    
3793,0,Home,Female,53,Graduate,111387,599,8,2,Citizen    
3794,0,Home,Male  ,44,HS      ,94203,556,10,2,Citizen    
3795,0,Home,Male  ,48,HS      ,97284,575,5,2,Citizen    
3796,0,Home,Male  ,45,College ,57305,545,7,2,Citizen    
3797,0,Home,Female,47,HS      ,117470,567,8,2,Citizen    
3798,0,Car ,Male  ,43,HS      ,85083,595,0,2,Citizen    
3799,1,Car ,Female,50,College ,124216,629,2,2,Citizen    
3800,0,Home,Male  ,34,HS      ,81889,557,6,2,Citizen    
3801,1,Car ,Male  ,48,Graduate,119365,734,3,2,Citizen    
3802,0,Car ,Male  ,47,HS      ,95760,667,0,2,Citizen    
3803,0,Car ,Female,55,HS      ,125615,707,2,1,Non-citizen
3804,0,Car ,Female,45,HS      ,89893,595,1,2,Citizen    
3805,0,Home,Female,48,HS      ,99447,585,10,1,Citizen    
3806,0,Car ,Female,40,College ,89705,582,0,2,Citizen    
3807,0,Home,Female,44,HS      ,71416,573,0,2,Citizen    
3808,0,Car ,Female,37,HS      ,97149,550,0,2,Citizen    
3809,0,Home,Male  ,37,College ,108486,715,4,2,Citizen    
3810,0,Home,Male  ,37,HS      ,90889,511,7,2,Citizen    
3811,0,Home,Male  ,42,HS      ,69276,557,2,2,Citizen    
3812,0,Home,Female,41,HS      ,113279,642,5,2,Citizen    
3813,0,Home,Male  ,41,HS      ,125767,612,7,2,Citizen    
3814,0,Car ,Female,45,College ,87470,642,1,2,Citizen    
3815,0,Car ,Female,37,HS      ,82576,599,1,2,Citizen    
3816,0,Car ,Male  ,43,HS      ,95790,636,2,2,Citizen    
3817,0,Car ,Male  ,49,College ,106811,501,2,2,Citizen    
3818,0,Home,Female,54,HS      ,98113,595,5,2,Citizen    
3819,0,Car ,Male  ,37,HS      ,99191,614,0,2,Citizen    
3820,0,Home,Male  ,42,HS      ,105995,632,5,2,Citizen    
3821,0,Home,Male  ,42,HS      ,76175,551,3,2,Citizen    
3822,0,Car ,Male  ,37,HS      ,80386,482,0,2,Citizen    
3823,0,Car ,Male  ,48,HS      ,126703,585,1,2,Citizen    
3824,0,Home,Female,43,HS      ,80114,621,3,2,Citizen    
3825,0,Car ,Male  ,39,HS      ,91593,620,2,1,Citizen    
3826,0,Home,Female,49,HS      ,103634,600,12,2,Citizen    
3827,0,Car ,Male  ,39,HS      ,71529,544,0,2,Citizen    
3828,0,Home,Male  ,46,HS      ,96482,654,4,2,Citizen    
3829,0,Home,Male  ,33,HS      ,96412,560,11,2,Citizen    
3830,0,Car ,Female,49,College ,116774,673,1,2,Citizen    
3831,0,Home,Male  ,38,HS      ,75157,575,6,2,Citizen    
3832,0,Car ,Male  ,40,HS      ,47046,633,0,2,Citizen    
3833,0,Home,Male  ,45,HS      ,77073,669,10,2,Citizen    
3834,0,Car ,Male  ,46,HS      ,103632,612,2,1,Citizen    
3835,0,Car ,Female,49,College ,101513,701,2,2,Citizen    
3836,0,Car ,Female,46,College ,87056,637,2,2,Citizen    
3837,0,Home,Male  ,44,HS      ,97428,610,6,2,Citizen    
3838,0,Car ,Male  ,48,College ,112267,554,3,2,Citizen    
3839,0,Car ,Female,43,HS      ,104486,651,1,2,Citizen    
3840,0,Car ,Male  ,41,HS      ,46979,557,0,2,Citizen    
3841,0,Car ,Female,36,HS      ,77397,655,2,2,Citizen    
3842,0,Home,Female,44,HS      ,89735,558,5,2,Citizen    
3843,0,Car ,Female,49,College ,117707,727,3,1,Non-citizen
3844,0,Car ,Female,39,HS      ,115423,648,0,2,Citizen    
3845,0,Home,Female,39,Graduate,112118,623,7,2,Citizen    
3846,0,Car ,Female,50,College ,118183,623,3,2,Citizen    
3847,0,Car ,Male  ,48,HS      ,91450,651,0,2,Citizen    
3848,0,Home,Male  ,48,College ,118158,674,8,2,Citizen    
3849,0,Car ,Male  ,42,HS      ,86134,535,1,2,Citizen    
3850,0,Car ,Male  ,38,HS      ,72217,564,1,2,Citizen    
3851,0,Home,Male  ,40,HS      ,102174,676,7,2,Citizen    
3852,0,Car ,Male  ,41,HS      ,96468,591,0,2,Citizen    
3853,0,Car ,Female,51,HS      ,89743,628,3,2,Citizen    
3854,0,Home,Male  ,42,College ,95105,612,10,2,Citizen    
3855,0,Home,Male  ,49,HS      ,122796,665,8,2,Citizen    
3856,0,Car ,Male  ,43,HS      ,111696,527,0,2,Citizen    
3857,0,Car ,Female,49,HS      ,84319,657,0,2,Citizen    
3858,0,Home,Male  ,30,HS      ,88932,513,4,2,Citizen    
3859,1,Car ,Female,45,College ,137277,602,3,2,Citizen    
3860,0,Home,Female,47,College ,140947,814,10,1,Non-citizen
3861,0,Car ,Male  ,43,HS      ,127540,622,2,2,Citizen    
3862,0,Car ,Female,42,HS      ,99267,568,1,2,Citizen    
3863,0,Car ,Male  ,46,HS      ,107985,634,2,2,Citizen    
3864,0,Car ,Male  ,37,College ,83334,538,0,2,Citizen    
3865,0,Home,Male  ,38,HS      ,68714,476,5,2,Citizen    
3866,0,Car ,Male  ,38,HS      ,72820,541,2,2,Citizen    
3867,0,Home,Female,48,Graduate,82821,590,7,2,Citizen    
3868,0,Car ,Male  ,38,HS      ,103578,541,1,2,Citizen    
3869,0,Car ,Male  ,44,College ,105486,621,3,1,Citizen    
3870,1,Car ,Female,45,Graduate,120861,720,3,2,Citizen    
3871,1,Car ,Female,39,HS      ,105997,625,0,2,Citizen    
3872,0,Car ,Female,35,College ,133405,761,3,1,Non-citizen
3873,0,Car ,Male  ,48,College ,101161,646,2,2,Citizen    
3874,0,Car ,Female,40,HS      ,91253,523,1,2,Citizen    
3875,0,Car ,Female,48,College ,92616,484,3,2,Non-citizen
3876,0,Car ,Male  ,39,HS      ,52426,703,2,2,Citizen    
3877,0,Car ,Female,36,HS      ,112905,626,1,2,Citizen    
3878,0,Car ,Male  ,35,HS      ,112368,615,0,2,Citizen    
3879,0,Car ,Male  ,47,College ,95152,634,1,2,Non-citizen
3880,0,Home,Female,38,HS      ,103590,639,7,2,Citizen    
3881,0,Car ,Male  ,37,HS      ,64410,472,0,2,Citizen    
3882,0,Car ,Female,51,College ,103095,614,3,2,Citizen    
3883,0,Car ,Female,46,College ,106368,660,3,1,Non-citizen
3884,0,Car ,Female,41,Graduate,108673,729,1,2,Citizen    
3885,0,Home,Male  ,38,College ,83167,568,9,2,Citizen    
3886,0,Car ,Female,45,HS      ,99383,717,1,2,Citizen    
3887,0,Car ,Male  ,41,HS      ,82104,606,2,2,Citizen    
3888,0,Car ,Female,48,College ,132547,643,3,2,Citizen    
3889,0,Home,Female,23,College ,106872,494,0,2,Citizen    
3890,0,Car ,Female,48,College ,125187,637,1,2,Citizen    
3891,0,Car ,Female,50,Graduate,65323,646,2,2,Citizen    
3892,0,Car ,Male  ,44,HS      ,72554,712,2,2,Citizen    
3893,0,Car ,Female,46,College ,94549,596,2,2,Citizen    
3894,0,Home,Male  ,38,HS      ,106082,632,0,2,Citizen    
3895,0,Car ,Male  ,48,HS      ,111839,596,1,2,Citizen    
3896,0,Car ,Male  ,39,HS      ,83731,580,0,2,Citizen    
3897,0,Car ,Male  ,30,HS      ,91294,582,0,2,Citizen    
3898,0,Home,Male  ,40,HS      ,76465,556,2,2,Citizen    
3899,0,Home,Male  ,34,HS      ,91433,627,2,2,Citizen    
3900,1,Car ,Female,46,College ,118529,614,0,2,Citizen    
3901,0,Car ,Male  ,46,HS      ,100821,602,1,2,Citizen    
3902,0,Home,Male  ,37,HS      ,84846,641,3,2,Citizen    
3903,0,Car ,Male  ,49,Graduate,109691,638,2,1,Citizen    
3904,0,Home,Female,41,HS      ,100796,605,8,2,Citizen    
3905,0,Car ,Male  ,41,HS      ,81688,549,0,2,Citizen    
3906,0,Car ,Female,35,HS      ,75343,535,0,2,Citizen    
3907,0,Car ,Female,53,College ,116700,794,3,1,Citizen    
3908,0,Car ,Male  ,41,College ,81617,600,2,2,Citizen    
3909,0,Home,Male  ,38,HS      ,74778,630,3,2,Citizen    
3910,0,Car ,Female,41,HS      ,80014,696,0,1,Citizen    
3911,0,Car ,Female,44,College ,116936,648,3,2,Citizen    
3912,0,Home,Female,42,HS      ,88953,637,8,2,Citizen    
3913,0,Home,Male  ,47,HS      ,111007,683,4,2,Citizen    
3914,0,Car ,Female,45,College ,108386,669,1,1,Citizen    
3915,0,Car ,Female,45,HS      ,108380,644,2,2,Citizen    
3916,0,Car ,Male  ,30,College ,61958,569,1,2,Citizen    
3917,0,Home,Male  ,46,HS      ,100603,647,8,2,Citizen    
3918,0,Home,Female,44,HS      ,81728,545,2,2,Citizen    
3919,0,Car ,Male  ,45,HS      ,91544,571,2,2,Citizen    
3920,0,Car ,Female,39,HS      ,100172,659,3,2,Citizen    
3921,0,Home,Female,55,HS      ,88742,498,7,2,Citizen    
3922,0,Car ,Male  ,40,HS      ,87180,622,1,1,Citizen    
3923,0,Car ,Female,39,Graduate,102633,710,2,2,Citizen    
3924,0,Home,Male  ,31,HS      ,75548,523,5,2,Citizen    
3925,0,Car ,Male  ,45,College ,86333,624,1,2,Citizen    
3926,0,Home,Male  ,37,HS      ,103363,593,5,2,Citizen    
3927,0,Car ,Male  ,40,Graduate,74766,621,3,2,Citizen    
3928,0,Car ,Male  ,43,College ,76820,589,0,2,Citizen    
3929,0,Car ,Female,51,College ,101468,592,2,2,Citizen    
3930,0,Car ,Male  ,30,HS      ,43232,538,0,2,Citizen    
3931,0,Car ,Male  ,45,HS      ,65565,602,0,2,Citizen    
3932,0,Car ,Male  ,40,College ,93704,608,2,2,Citizen    
3933,0,Car ,Female,59,College ,130213,626,2,2,Citizen    
3934,0,Car ,Female,41,HS      ,112628,669,0,2,Citizen    
3935,0,Car ,Male  ,44,HS      ,76309,493,2,2,Citizen    
3936,0,Car ,Female,44,HS      ,94892,674,2,2,Citizen    
3937,0,Home,Female,40,HS      ,78786,591,4,2,Citizen    
3938,0,Car ,Male  ,43,HS      ,94852,628,0,2,Citizen    
3939,0,Car ,Male  ,43,HS      ,87832,689,1,2,Citizen    
3940,0,Car ,Male  ,56,College ,110967,610,1,2,Citizen    
3941,0,Car ,Female,51,HS      ,98527,464,0,2,Citizen    
3942,0,Car ,Male  ,36,HS      ,69548,568,2,1,Citizen    
3943,0,Car ,Male  ,46,HS      ,100127,625,2,2,Citizen    
3944,0,Car ,Male  ,32,HS      ,83833,550,0,2,Non-citizen
3945,0,Home,Female,42,HS      ,101818,564,8,2,Citizen    
3946,0,Home,Male  ,35,HS      ,69739,677,5,2,Citizen    
3947,0,Car ,Female,45,College ,117492,662,3,2,Citizen    
3948,0,Car ,Male  ,49,HS      ,78322,704,2,1,Citizen    
3949,0,Car ,Male  ,43,College ,83948,540,0,2,Citizen    
3950,0,Home,Male  ,35,HS      ,88590,569,0,2,Citizen    
3951,0,Car ,Male  ,29,HS      ,97160,519,0,2,Citizen    
3952,0,Home,Male  ,43,College ,85325,638,7,2,Citizen    
3953,0,Home,Male  ,41,HS      ,88851,514,4,2,Citizen    
3954,0,Car ,Male  ,41,HS      ,107743,664,0,2,Citizen    
3955,0,Car ,Male  ,39,HS      ,70234,559,0,2,Citizen    
3956,1,Car ,Female,42,HS      ,103181,594,2,2,Citizen    
3957,0,Home,Male  ,35,College ,61717,517,3,2,Citizen    
3958,0,Car ,Male  ,39,HS      ,103955,664,2,2,Citizen    
3959,0,Home,Male  ,35,HS      ,105291,603,6,2,Citizen    
3960,0,Car ,Male  ,40,HS      ,82518,610,2,2,Citizen    
3961,0,Car ,Female,47,HS      ,106284,576,1,2,Citizen    
3962,0,Car ,Female,45,College ,97824,632,3,2,Non-citizen
3963,0,Car ,Male  ,52,HS      ,102608,624,1,2,Citizen    
3964,1,Car ,Male  ,47,HS      ,124004,695,2,2,Citizen    
